year,month,day,Book,number,place,point/region,locate_as,recipient (s),clerical/secular,individual/several individuals/group,Location of pope,locate_as_pope,number of words,gender (m/f),Encouragement/ Inform/ Request/ Instruction / Warning (E/Inf/R/Ins/W),Revisit,notes,lat,lon,geo,pope_lat,pope_lon
1075,April,17,2,74,Poland,r,Gniezno,prince,s,i,Rome,,436,m,e,,Supporting expelled prince here and gifting him back the kingdom on behalf of St Peter. Wife was Polish so he has been located there. ,[52.55],[17.6],map,41.88333333,12.5
1075,April,17,2,75,Denmark,r,Copenhagen,king,s,i,Rome,,514,m,e,,Mentions when archdeacon loving and being beloved by Sweyn.,[55.67611111],[12.56833333],map,41.88333333,12.5
1075,April,20,2,76,Bamberg,p,,"clergy, people","c, s",g,Rome,,346,"m, f","e, w",,"Bit confusing classification. E and W because mentions that all in Germany know that Bamburg is joined like a 'special daughter' to the Roman church, but also threatens apostolic censure if instruction is nto carried out. ",[49.9],[10.9],map,41.88333333,12.5
1075,June,17,2,77,Salzburg ,p,Salzburg Cathedral,archbishop,c,i,Rome,,416,m,w,,Note this is the Salzburg in Austria. Located as the cathedral for mapping purposes.,[47.798056],[13.045833],map,41.88333333,12.5
1075,July,20,3,1,Bamberg,p,,"clergy, people","c, s",g,Laurentum ,Ostia,494,"m, f","inf, w",,,[49.9],[10.9],map,41.75583333,12.29166667
1075,July,20,3,2,Mainz,p,,archbishop,c,i,Laurentum,Ostia,351,m,"inf, ins ",,,[50],[8.26666667],map,41.75583333,12.29166667
1075,July,20,3,3,Holy Roman Empire,r,Aachen,king,s,i,Rome,,610,m,"e, inf, r",,Taken to be in Aachen.,[50.77555556],[6.08361111],map,41.88333333,12.5
1075,September,3,3,4,Mainz,p,,archbishop,c,i,Rome,,1092,m,ins,,,[50],[8.26666667],map,41.88333333,12.5
1075,September,11,3,5,Tuscany,r,Canossa Castle,countess,s,si,Rome,,586,f,"inf, e",,Taken to be in Canossa. Quotes from Henry IV envoys at one point.,[44.576],[10.456],map,41.88333333,12.5
1076,February ,14,3,6*,n/a,n/a,,n/a,n/a,n/a,Rome,,418,n/a,n/a,,Gregory's recorded sentence upon Henry IV at Lent Synod 1076.,,,NO MAP,41.88333333,12.5
1076,February,n/a,3,6,Latin Christendom,r,n/a,people,"c, s",g,Rome,,360,"m, f","inf, w",,Marked n/a as day as letter merely states 'Late February'.,,,map,41.88333333,12.5
1075,September,n/a,3,7,Holy Roman Empire,r,Aachen,king,s,i,Rome,,714,m,"e, inf",,Interesting placement. Positive letter to Henry from previous year placed after sentence excommunicating him. No day as simply states September,[50.77555556],[6.08361111],map,41.88333333,12.5
1075,December,8,3,8,Milan,p,,clerk,c,i,Rome,,817,m,"inf, w",,,[45.46694444],[9.19],map,41.88333333,12.5
1075,December,8,3,9,Milan,p,,suffragan,c,g,Rome,,593,m,"inf, w",,,[45.46694444],[9.19],map,41.88333333,12.5
1075,December,8,3,10,Holy Roman Empire,r,Aachen,king,s,i,Rome,,1651,m,w,,A lenghty criticism directly to Henry. This date is a correction made to the original by Cowdrey.,[50.77555556],[6.08361111],map,41.88333333,12.5
1076,February ,14,3,10a,n/a,n/a,,n/a,n/a,n/a,Rome,,926,n/a,"w, inf",,Record of the Lent Synod of 1076. Undated. Recorded as 14 February as other record.,,,NO MAP,41.88333333,12.5
1076,March ,14,3,11,Acerenza,p,Acerenza_Cathedral,archbishop,c,i,Rome,,450,m,"ins, e",,,[40.79722222],[15.94166667],map,41.88333333,12.5
1076,April,n/a,3,12,"Trier, Verdun, Metz",p,,"archbishop, bishop",c,si,Rome,,355,m,ins,,No specific day is provided.from here to the end of book 3.Several recipients in differing locations.,"[49.75, 49.162, 49.12027778]","[6.63333333, 5.3876, 6.17777778]",map,41.88333333,12.5
1076,April,n/a,3,13,Roselle,p,Grosseto,"clergy, people","c, s",g,Rome,,260,"m, f","inf, ",,,[42.76666667],[11.1],map,41.88333333,12.5
1076,April,n/a,3,14,Venice,p,,patriarch,c,i,Rome,,313,m,"e, inf",,,[45.4375],[12.33583333],map,41.88333333,12.5
1076,April,n/a,3,15,Milan,p,,knight,s,i,Rome,,574,m,"e, inf",,Cowdrey notes knight Wilfred is leader of Patarenes after Erlembald. Even discusses Henry IV.,[45.46694444],[9.19],map,41.88333333,12.5
1076,April,n/a,3,16,Sens,p,,archbishop,c,i,Rome,,383,m,r,,,[48.1975],[3.2877],map,41.88333333,12.5
1076,April ,n/a,3,17,Orléans,p,,bishop,c,i,Rome,,524,m,w,,,[47.9025],[1.909],map,41.88333333,12.5
1076,April ,n/a,3,18,Oca-Burgos,p,Burgos,bishop,c,i ,Rome,,478,m,"e, ins",,"A double see (Ie, in two places): had in practice moved to Burgos",[42.35],[-3.70666667],map,41.88333333,12.5
1076,June,n/a,3,19,Carthage,p,Tunis,archbishop,c,i,Rome,,227,m,r,,,[36.80638889],[10.18166667],map,41.88333333,12.5
1076,June,n/a,3,20,Bougie,p,Béjaïa ,"clergy, people","c, s",g,Rome,,349,"m, f","inf, ins, e",,Marked as early June.,[36.75],[5.06666667],map,41.88333333,12.5
1076,September,n/a,3,21,Mauretania Sitifensis,r,Sétif ,emir,s,i,Rome,,488,m,e,,"Marked as later in 1076, so marked as Sptember as is midpoint between June and December. Locate as ok? Modern equivalent of capital of the named Roman province. ",[36.19],[5.41],map,41.88333333,12.5
1076,July,25,4,1,Roman Empire,r,,"bishop, abbot, priest, duke, prince, knight, people","c, s",g,Laurentum,Ostia,1147,"m, f","ins, r",,Included multiple titles as letter explicitly mentions them as well as to all those who live in Roman Empire. Public criticism of Henry IV essentially urging people to to bring him to 'repentence'.,[nan],[nan],map,41.75583333,12.29166667
1076,August,15,4,2,Metz,p,,bishop,c,i,Tivoli,Tivoli Rome,1513,m,"inf, ins, e",,Long letter as is responding to questions? States he is extremely busy and may not reply sufficiently.,[49.12027778],[6.17777778],map,41.95972222,12.79805556
1076,September,3,4,3,Germany,r,Aachen,"bishop, duke, count, people","c, s",g,Laurentum,Ostia,946,"m, f","ins, inf",,Included multiple titles as letter explicitly mentions them as well as to all those who live in German Kingdom. ,[50.77555556],[6.08361111],map,41.75583333,12.29166667
1076,September,27,4,4,Dol,p,Dol-de-Bretagne,"clergy, people","c, s",g,Rome,,212,"m ,f ","inf, r",,,[48.5506],[-1.7497],map,41.88333333,12.5
1076,September,27,4,5,Brittany,r,Rennes,bishop,c,g,Rome,,671,m,"inf, r",,Refers to all bishops of Brittany. Have located as Rennes. ,[48.1147],[-1.6794],map,41.88333333,12.5
1076,October,28,4,6,Liège,p,,bishop,c,i,Rome,,434,m,inf,,,[50.63333333],[5.56666667],map,41.88333333,12.5
1076,October,31,4,7,Milan,p,,knight,s,si,Rome,,312,m,"e, inf",,Arderic and Wifred are footnoted under Paterene knights by Cowdrey in Pope Gregory VII Italian Chapter p. 284.,[45.46694444],[9.19],map,41.88333333,12.5
1076,November,1,4,8,Tuscany ,r,"Arezzo, Florence, Pistoia, Lucca, Chieti",bishop,c,si,Rome,,457,m,ins,,Locations mapped are locations of all named bishops.,"[43.47333333, 43.78333333, 43.93333333, 43.84166667, 42.35]","[11.87, 11.25, 10.91666667, 10.50277778, 14.16666667]",map,41.88333333,12.5
1076,November,2,4,9,Sens,p,,archbishop,c,i,Rome,,458,m,ins,,,[48.1975],[3.2877],map,41.88333333,12.5
1076,November,10,4,10,Flanders,r,Bruges,countess,s,i,Rome,,211,f,w,,,[51.21666667],[3.23333333],map,41.88333333,12.5
1076,November,10,4,11,Flanders,r,Bruges,count,s,i,Rome,,450,m,ins,,,[51.21666667],[3.23333333],map,41.88333333,12.5
1077,January,n/a,4,12,Germany,r,Aachen,"archbishop, bishop, duke, count, prince, people","c, s",g,Canossa,Canossa Castle,702,m,inf,,Only states 'late January'.,[50.77555556],[6.08361111],map,44.576,10.456
1077,March,1,4,13,Tours,p,,archbishop,c,i,Carpineto ,Carpineti,416,m,"inf, ins",,Canossa Castle,[47.2436],[0.6892],map,44.45,10.51666667
1077,March,4,4,14,Chartres,p,,"clergy, people","c, s",g,Carpineto ,Carpineti,380,m,"inf, w",,,[48.456],[1.484],map,44.45,10.51666667
1077,March,4,4,15,Sens,p,,"archbishop, suffragan",c,si,Carpineto ,Carpineti,299,m,"inf, w",,,[48.1975],[3.2877],map,44.45,10.51666667
1077,March,21,4,16,Abbey of Romans,p,"Vienne,_Isère",clerk,c,g,Carpi,Castrum Carpi,482,m,w,,"Located as Vienne as Abbey of Romans in footnote on previous letter  2.59. Note Vienne is the Vienne in Isere region of France, located at cathedral for mapping. Pope located Castrum Carpi for mapping purposes.","[46.5, 45.33333333]","[0.5, 5.5]",map,44.78333333,10.88333333
1077,March,21,4,17,England,r,London,king,s,i,Bianello,Quattro Castella,643,m,"inf, e",,This and above recorded as written on same day. Locations approx. 44km apart. ,[51.50722222],[-0.1275],map,44.63333333,10.46666667
1077,March,23,4,18,Le-Puy-en-Velay,p,,canon,c,g,Bianello,Quattro Castella,259,m,w,,,[45.0442],[3.8858],map,44.63333333,10.46666667
1077,March,23,4,19,France,r,Paris,"bishop, clergy",c,g,Bianello,Quattro Castella,307,m,"inf, ins",,Refers generally to France. Located as Paris for mapping,[48.856613],[2.352222],map,44.63333333,10.46666667
1077,March,25,4,20,Paris,p,,bishop,c,i,Bianello,Quattro Castella,1274,m,ins,,,[48.856613],[2.352222],map,44.63333333,10.46666667
1077,April,6,4,21,Metz,p,,bishop,c,i,Bianello,Quattro Castella,253,m,ins,,,[49.12027778],[6.17777778],map,44.63333333,10.46666667
1077,May,12,4,22,Die,p,Die Cathedral,bishop,c,i,Ficarolo,,1293,m,"inf, ins",,,[44.75222222],[5.37111111],map,44.95,11.43333333
1077,May,31,4,23,Germany,r,Aachen,legate,c,si,Carpineto ,Carpineti,615,m,"inf, ins",,Located as Aachen as German legates likely to be near emperor. Refers generally to Germany. Gregory talks about being impeded from crossing moutains by Henry IV coming into Italy and so is stuck in Lombardy with 'enemies of the Christian religion'. Gives legate power to excommunicate Henry or Rudolf of Swabia need be.,[50.77555556],[6.08361111],map,44.45,10.51666667
1077,May ,31,4,24,Germany,r,Aachen,"archbishop, bishop, duke,  count, clergy, people","c, s",g,Carpineto ,Carpineti,658,"m, f",inf,,Refers generaly to Germany. Included multiple titles as letter explicitly mentions them as well as to all those who live in Germany. Essentially telling situation of above. Marked as Pastoral Letter. Located as Aachen as above,[50.77555556],[6.08361111],map,44.45,10.51666667
1077,June,9,4,25,Gran,p,Esztergom,archbishop,c,i,Carpineto ,Carpineti,609,m,"inf, r",,Located as Esztergom for mapping purposes. ,[47.78555556],[18.74027778],map,44.45,10.51666667
1077,June,9,4,26,"Grado, Venice",p,"Grado Italy, Venice","patriarch, suffragan",c,g,Carpineto ,Carpineti,368,m,"e, r",,Have put two locations as refers to Patriarch in Grado and suffragans / 'other bishops of Venice'.,"[45.677778, 45.4375]","[13.394722, 12.33583333]",map,44.45,10.51666667
1077,June,9,4,27,Venice,p,,"doge, people","c, s","i, g",Carpineto ,Carpineti,499,m,"w, ins",,Have classified with w due to expressing sorrow and saying how Venice had slipped outside the society of Christ and the Church. ,[45.4375],[12.33583333],map,44.45,10.51666667
1077,June,28,4,28,Spain ,r,"Zaragoza, Leon Spain, Navarre","king, count, prince, noble","c, s",g,Carpineto ,Carpineti,1679,m,"e, inf",,Have put all titles mentioned. Marked as pastoral letter. Located in three locations Gregory has previously written to. ,"[41.65, 42.60555556, 42.81666667]","[-0.88333333, -5.57, -1.65]",map,44.45,10.51666667
1077,August,11,5,1,Lucca,p,,canon,c,g,Florence,,271,m,w,,,[43.84166667],[10.50277778],map,43.78333333,11.25
1077,September,1,5,2,Pisa,p,,"bishop, clergy, consul, people","c,s",g,Siena,,344,"m, f","inf, ins",,"Have put all titles mentioned, but changed greater and lesser men to people.",[43.71666667],[10.4],map,43.31861111,11.33055556
1077,September,16,5,3,"Siena, Florence",p,,bishop,c,si,Rome,,207,m,ins,,Two locations as sent to two bishops in different places. ,"[43.31861111, 43.78333333]","[11.33055556, 11.25]",map,41.88333333,12.5
1077,September,16,5,4,Corsica,r,Ajaccio,"bishop, noble, people","c, s",g,Rome,,454,"m, f","e, ins",,Refers generally to Corsica. Have located as Ajjacio.,[41.9267],[8.7369],map,41.88333333,12.5
1077,September,17,5,5,Aquileia,p,,"clergy, people","c, s",g,Rome,,609,"m, f","inf, ins",,,[45.769725],[13.37119167],map,41.88333333,12.5
1077,September,17,5,6,Aquileia,p,,suffragan,c,g,Rome,,504,m,w,,"Interesting that in greeting he greets with apostolic blessing those 'true brothers' of Aquileia, and purposely notes this is not extended to those 'departed by schismatic wickedness'.",[45.769725],[13.37119167],map,41.88333333,12.5
1077,September,30,5,7,Germany,r,"Trier, Verdun, Toul, Metz","archbishop, bishop, suffragan",c,g,Rome,,644,m,inf,,Have put as Germany r Trier as is adressed to Udo of Trier and also his fellow suffragans and bishops.,"[49.75, 49.162, 48.675, 49.12027778]","[6.63333333, 5.3876, 5.8917, 6.17777778]",map,41.88333333,12.5
1077,October,6,5,8,"Sens, Bourges",p,,"archbishop, suffragan",c,g,Rome,,496,m,ins,,,"[48.1975, 47.0844]","[3.2877, 2.3964]",map,41.88333333,12.5
1077,October,6,5,9,Orléans,p,,bishop,c,i,Rome,,447,m,w,,Gregory writes 'so-called bishiop of Orleans'.,[47.9025],[1.909],map,41.88333333,12.5
1077,November,6,5,10,Denmark,r,Copenhagen,king,s,i,Rome,,994,m,"e, r",,King taken to be in Copenhagen. Marked as pastoral letter. ,[55.67611111],[12.56833333],map,41.88333333,12.5
1077,n/a,n/a,5,11,Die,p,Die Cathedral,legate,c,i,Rome,,496,m,inf. ins,,Simply says 'late 1077'. Letter does not have 'given at...on...in the...indiction'. Legate is Hugh of Die so located in Die. ,[44.75222222],[5.37111111],map,41.88333333,12.5
1078,January,9,5,12,Zeta,r,Ston,king,s,i,Rome,,188,m,r,,,[42.83333333],[17.7],map,41.88333333,12.5
1078,January,28,5,13,Ravenna,p,Ravenna Cathedral,"archbishop, suffragan, bishop, abbott",c,g,Rome,,376,m,"e, r",,Essentially offering the olive branch.,[44.4156],[12.1966],map,41.88333333,12.5
1078,January,29,5,14,Orléans,p,,"clergy, people","c, s",g,Rome,,478,"m, f","inf, w",,,[47.9025],[1.909],map,41.88333333,12.5
1078,March,3,5,14a,n/a,n/a,,n/a,n/a,n/a,Rome,,1428,n/a,n/a,,Written record of Lent Synod 1078. Unlike other record this is dated. ,,,NO MAP,41.88333333,12.5
1078,March,9,5,15,Germany,r,Aachen,"archbishop, bishop, clergy, duke, prince, margrave, people","c, s",g,Rome,,567,"m, f","inf, w",,Writes generally to Germany. Recorded like others as Aachen.,[50.77555556],[6.08361111],map,41.88333333,12.5
1078,March,9,5,16,Trier,p,,archbishop,c,i,Rome,,697,m,"e, ins",,,[49.75],[6.63333333],map,41.88333333,12.5
1078,March ,9,5,17,n/a,n/a,,n/a,n/a,n/a,Rome,,655,n/a,n/a,,Is a recorded memorandum of Gregory's changes to sentences passed by bishop Hugh against French bishops.,,,NO MAP,41.88333333,12.5
1078,March,19,5,18,Speyer,p,,bishop,c,i,Rome,,308,m,w,,,[49.31944444],[8.43111111],map,41.88333333,12.5
1078,April,4,5,19,England,r,London,king,s,i,Rome,,326,m,"inf, e",,King taken to be in London. ,[51.50722222],[-0.1275],map,41.88333333,12.5
1078,April,24,5,20,Orléans,p,,bishop,c,i,Rome,,348,m,w,,,[47.9025],[1.909],map,41.88333333,12.5
1078,May,7,5,21,Cluny,p,,abbot,c,i,Rome,,500,m,"e, inf",,"Very personal letter, reflects on self.",[46.43416667],[4.65916667],map,41.88333333,12.5
1078,May ,22,5,22,Dol,p,Dol-de-Bretagne,legate,c,si,The Lateran,Lateran Palace,386,m,ins,,"Located as Dol. Not explicitly said, but in letter 4.17 it mentions the legate Teuzo who is one of two written to here as being involved in affairs regarding the Church of Dol. This letter also concerns the Archbishop of Dol. ",[48.5506],[-1.7497],map,41.88661111,12.50575
1078,May ,22,5,23,Brittany,r,Rennes,count,s,si,The Lateran,Lateran Palace,417,m,"inf, r",,Refers to counts of Brittany Rennes used for mapping as is named.See above regarding Lateran Palace. Marked as pastoral letter.  ,[48.1147],[-1.6794],map,41.88661111,12.50575
1078,July,1,6,1,Germany,r,Aachen,"clergy, people",c,g,Capua,Sant%27Angelo_in_Formis,560,"m, f","inf, ins, e",,"Adressed to all in Germany, clergy and laity. Located as Aachen as have done previously for mapping. ",[50.77555556],[6.08361111],map,41.885,12.49666667
1078,August,22,6,2,Rheims,p,Reims,archbishop,c,i,S Germano,Cassino,1112,m,"e, inf, ins",,San Germano in Cassino.,[49.2628],[4.0347],map,41.5,13.83333333
1078,August,22,6,3,"Die, Cluny",p,"Die Cathedral, Cluny",legate,c,si,S Germano,Cassino,512,m,"ins, e",,As above. Die Cathedral for mapping purposes. ,"[44.75222222, 46.43416667]","[5.37111111, 4.65916667]",map,41.5,13.83333333
1078,October,9,6,4,Liège,p,,bishop,c,i,Acquapendente,,577,m,w,,,[50.63333333],[5.56666667],map,42.74388889,11.86444444
1078,October,22,6,5,Metz,p,,bishop,c,i,Sutri,,408,m,ins,,Gregory has travelled around 70km here. ,[49.12027778],[6.17777778],map,42.23333333,12.28333333
1078,November,19,6,5b,n/a,n/a,,n/a,n/a,n/a,Rome,,1591,n/a,n/a,,Written record of the Autumn synod of 1078. Date is provided. ,,,NO MAP,41.88333333,12.5
1078,November,24,6,6,n/a,n/a,,n/a,n/a,n/a,Rome,,357,n/a,n/a,,Written record of settlement of dispute between Archbishop of Turin and Abbot Benedict II of S. Michele della Chiusa. Date is provided. ,,,NO MAP,41.88333333,12.5
1078,November,25,6,7,Die,p,Die Cathedral,bishop,c,i,Rome,,277,m,ins,,Located as cathedral for mapping. ,[44.75222222],[5.37111111],map,41.88333333,12.5
1078,November,25,6,8,"Thérouanne, Saint-Pol",p,"Thérouanne, Saint-Pol-sur-Ternoise","archdeacon, clerk, count","c, s",g,Rome,,472,m,w,,,"[50.6375, 50.3797]","[2.2597, 2.335]",map,41.88333333,12.5
1078,November,25,6,9,Thérouanne,p,,"archdeacon, canon",c,g,Rome,,341,m,ins,,,[50.6375],[2.2597],map,41.88333333,12.5
1078,November,26,6,10,Ravenna,p,Ravenna Cathedral ,people,"s, c",g,Rome,,353,"m, f","inf, w, e",,"Located as Ravenna Cathedral for mapping purposes, as if talking to place not the region. Have assinged e and w due to talkign well of Ravenna church and promissing remisiion of all sins for supporters, but threatening anathema those who do not listen.",[44.4156],[12.1966],map,41.88333333,12.5
1078,November,28,6,11,San Martino ,p,Lucca Cathedral,clerk,c,g,Rome,,350,m,w,,Located as Lucca Cathedral for mapping purposes.,[43.84069444],[10.50583333],map,41.88333333,12.5
1078,November,30,6,12,Pisa,p,,bishop,c,i,Rome,,674,m,"e, ins",,"Gives bishop Landulf and his sucessors 'the power to act on our behaf in the island of Corsica', if elected canonically. ",[43.71666667],[10.4],map,41.88333333,12.5
1078,December,15,6,13,Norway,r,Trondheim ,king,s,i,Rome,,1106,m,"e, r",,King taken to be in Trondheim. Marked as pastoral letter. ,[63.42972222],[10.39333333],map,41.88333333,12.5
1078,December,30,6,14,Bavaria,r,Regensburg,duke,s,i,Rome,,340,m,inf,,"Taken to be in Regensburg. Cowdrey notes use of plural indicates potentially sent to wider group, but not explicit so treated as individual.",[49.01666667],[12.08333333],map,41.88333333,12.5
1079,January,2,6,15,Saint-Victor at Marseilles,p,Marseilles,monk,c,g,Rome,,588,m,"e, inf",,Located as Marsailles for mapping purposes. Says he 'condoles with the monks'.,[43.2964],[5.37],map,41.88333333,12.5
1079,January,2,6,16,Girona ,p,,bishop,c,i,Rome,,762,m,"e, ins",,,[41.98444444],[2.82111111],map,41.88333333,12.5
1079,January,2,6,17,Cluny,p,,abbot,c,i,Rome,,605,m,r,,Upset with Abbot. But previous relations clearly influence tone here meaning not really a warning- Gregory seems more hurt / offended?,[46.43416667],[4.65916667],map,41.88333333,12.5
1079,February ,n/a,6,17a,n/a,n/a,,n/a,n/a,n/a,Rome,,1285,n/a,n/a,,Written record of Lent Synod of 1079. Day not provided. ,,,NO MAP,41.88333333,12.5
1079,February ,14,6,18,Parma,p,,bishop,c,i,Rome,,198,m,w,,,[44.80147222],[10.328],map,41.88333333,12.5
1079,February,17,6,19,Bamberg,p,,vassal,s,si,Rome,,195,m,w,,Refers to several vassals for the first and only time. ,[49.9],[10.9],map,41.88333333,12.5
1079,February,25,6,20,Béarn,r,,count,s,i,Rome,,282,m,"e, ins",,Refers generally to Béarn. Located as Pau for mapping. ,[43.3],[-0.3667],map,41.88333333,12.5
1079,March,1,6,21,Arles,p,,"clergy, people","c, s",g,Rome,,476,"m, f","inf, ins",,,[43.6767],[4.6278],map,41.88333333,12.5
1079,March,3,6,22,Tuscany,r,Canossa Castle,countess,s,i,Rome,,251,f,"inf, e",,Taken to be in Canossa. ,[44.576],[10.456],map,41.88333333,12.5
1079,March,5,6,23,Orléans,p,,"clergy, people","c, s",g,Rome,,337,m,"inf, w",,,[47.9025],[1.909],map,41.88333333,12.5
1079,March,8,6,24,Oloron ,p,,bishop,c ,i,Rome,,247,m,ins,,,[43.1947],[-0.6056],map,41.88333333,12.5
1079,March,8,6,25,Saint-Sever,p,Saint-Sever Abbey,abbot,c,i,Rome,,302,m,w,,Located as Saint-Sever Abbey for mapping.,[43.7597],[-0.5742],map,41.88333333,12.5
1079,March,14,6,26,Lille,p,,"provost, canon",c,g,Rome,,253,m,w,,Only time provost is used. ,[50.6278],[3.0583],map,41.88333333,12.5
1079,March ,20,6,27,Déols ,p,Déols France,monk,c,g,Rome,,226,m,w,,,[46.8308],[1.7067],map,41.88333333,12.5
1079,March,20,6,28,Bourges,r,,prince,s,g,Rome,,364,m,w,,"Refers generally to Bourges princes but also names specific ones. Have put down locations named lords preside over according to Cowdrey footnotes. If control two places have used the first. Charenton, Argenton, Linière have had named changed for mapping purposes. Title says lay magnates but have used princes as this is the role stated in the body of the text. ",[47.0844],[2.3964],map,41.88333333,12.5
1079,March,25,6,29,Hungary,p,Székesfehérvár,king,s,i,Rome,,635,m,"e, inf, r",,King taken to be in Székesfehérvár. ,[47.19555556],[18.40888889],map,41.88333333,12.5
1079,March,25,6,30,Canterbury ,p,,archbishop,c,i,Rome,,403,m,w,,,[51.28],[1.08],map,41.88333333,12.5
1079,March,31,6,31,Provence,r,Marseille ,"archbishop, bishop, prince, clerk, people",c,g,Rome,,332,"m, f",w,,Stresses that Montmajour monastery belongs closely to Roman church..,[43.2964],[5.37],map,41.88333333,12.5
1079,April,13,6,32,Poitiers,p,,bishop,c,i,Rome,,231,m,ins,,,[46.58],[0.34],map,41.88333333,12.5
1079,April ,14,6,33,Cluny ,p,,abbot,c,i,Rome,,252,m,r,,,[46.43416667],[4.65916667],map,41.88333333,12.5
1079,April,20,6,34,Lyons,p,Lyon,archbishop,c,i,Rome,,536,m,e,,Grants a privilege to church of Lyons. Located as Lyon for mapping. ,[45.76],[4.84],map,41.88333333,12.5
1079,April,20,6,35,"Rouen, Tours, Sens",p,,archbishop,c,si,Rome,,837,m,"inf, ins",,Writes to three archbishops. Have put locations of all. ,"[49.44277778, 47.2436, 48.1975]","[1.08861111, 0.6892, 3.2877]",map,41.88333333,12.5
1079,April,20,6,36,Lyons,p,Lyon,canon,c,g,Rome,,406,m,w,,,[45.76],[4.84],map,41.88333333,12.5
1079,April,21,6,37,Capua,p,Sant%27Angelo_in_Formis,prince,s,i,Rome,,310,m,w,,,[41.885],[12.49666667],map,41.88333333,12.5
1079,June,16,6,38,Aquileia,p,Aquileia basilica,archbishop,c,i,Rome,,247,m,e,,Located to the basilica for mapping.,[45.769725],[13.37119167],map,41.88333333,12.5
1079,June,21,6,39,Como,p,,bishop,c,i,Rome,,506,m,ins,,,[45.81666667],[9.08333333],map,41.88333333,12.5
1079,June ,28,6,40,La Marche,p,La_Marche Nièvre,count,s,i,Lateran,Lateran Palace,282,m,w,,"La Marche would have been a region, but due to little information on it, it has been located to a small commune of the same name in the same place. Pope located to palace for mapping. ",[47.1414],[3.0347],map,41.88661111,12.50575
1079,September,23,7,1,Flanders,p,Bruges,legate,c,i,Rome,,589,m,"w, ins",,Located in Flanders as mentions has failed to carry out instruction there. Close to Anglo-Norman lands. Specifically located as Bruges for mapping. W and ins only because warning is seemingly seperate.,[51.21666667],[3.23333333],map,41.88333333,12.5
1079,October,1,7,2,Lucca,p,,"clergy, people","c, s",g,Rome,,635,"m, f","inf, w",,,[43.84166667],[10.50277778],map,41.88333333,12.5
1079,October,1,7,3,Germany,r,,people,"c, s",g,Rome,,379,"m, f","inf, e",,"Refers generally to Germany, writing to 'all faithful of St Peter'. Have located as Aachen for mapping as have done previously. Seemingly trying to reassure doubters. Apologises at one point for work of some legates if they have gone against instructions. This tone means have put an e. ",[51],[9],map,41.88333333,12.5
1079,October,7,7,4,Istria,r,Pula,knight,s,i,Rome,,236,m,w,,"Florin Curta in Eastern Europe in the Middle Ages (500-1300) p. 335 identifies the knight Wezelin as being of either Istria or Carniola. Have located in the biggest city in Istria County, Pula. ",[44.86666667],[13.85],map,41.88333333,12.5
1079,October,15,7,5,Denmark,r,Copenhagen,king,s,i,Rome,,325,m,"e, r",,King taken to be in Copenhagen. Marked as pastoral letter. ,[55.67611111],[12.56833333],map,41.88333333,12.5
1079,October,15,7,6,León-Castille,p,León Spain,king,s,i,Rome,,923,m,"e, inf, r",,King located in León for mapping. Noted that this letter was sent along with a relic of St Peter's chains. Notes that further matters will be discussed in verbal report. ,[42.60555556],[-5.57],map,41.88333333,12.5
1079,November,2,7,7,Saint-Victor,p,Marseilles,priest,c,i,Rome,,307,m,"inf, ins",,Saint-Victor is in Marseilles.,[43.2964],[5.37],map,41.88333333,12.5
1079,November,2,7,8,Saint-Victor,p,Marseilles,monk,c,g,Rome,,481,m,inf,,As above. Marked as pastoral letter. ,[43.2964],[5.37],map,41.88333333,12.5
1079,November ,3,7,9,"Asti, Turin, Acqui",p,"Asti, Turin, Acqui Terme",bishop,c,si,Rome,,249,m,r,,Have put named locations of bishops. Acqui Terme used for mapping.,"[44.9, 45.07916667, 44.68333333]","[8.20694444, 7.67611111, 8.46666667]",map,41.88333333,12.5
1079,November,25,7,10,Brittany,r,Rennes,"clergy, people",c,g,Rome,,510,"m, f","ins, e",,Refers to Brittany generally. As before Rennes used for mapping.,[48.1147],[-1.6794],map,41.88333333,12.5
1080,January,2,7,11,Bohemia,r,Prague,duke,s,i,Rome,,959,m,"w, inf",,"Duke taken to be in Prague. Duke apparently asked Gregory if divine services could be spoken in native tongue, which he rejects. ",[50.08333333],[14.41666667],map,41.88333333,12.5
1080,January,3,7,12,Rheims,p,Reims,archbishop,c,i,Rome,,666,m,w,,Located as Reims for mapping. ,[49.2628],[4.0347],map,41.88333333,12.5
1080,January,30,7,13,Verdun,p,,bishop,c,i,Rome,,489,m,ins,,,[49.162],[5.3876],map,41.88333333,12.5
1080,January,30,7,14,Liège,p,,bishop,c,i,Rome,,295,m,"e, r",,,[50.63333333],[5.56666667],map,41.88333333,12.5
1080,March,7,7,14a,n/a,n/a,,n/a,n/a,n/a,Rome,,2496,n/a,n/a,,Written record of Lent synod of 1080. Full dated. ,,,NO MAP,41.88333333,12.5
1080,March,8,7,15,"Brittany, Tours",r,"Rennes, Tours","bishops, clergy, people","c, s",g,Rome,,403,"m, f",inf,,Refers generally to bishops of Brittany and clergy and people living in province of Tours. Located as Rennes and Tours.,"[48.1147, 47.2436]","[-1.6794, 0.6892]",map,41.88333333,12.5
1080,March,26,7,16,Thérouanne,p,,bishop,c,i,Rome,,509,m,w,,Very interesting about register- claims reason why not sending blessing 'is above all what is to be read in our Register'.,[50.6375],[2.2597],map,41.88333333,12.5
